USPS	GEOID	ANSICODE	NAME	FUNCSTAT10	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                         
TX	4812192186	01938918	Lewisville-Flower Mound CCD	S	233616	87162	286613342	50754927	     110.662	      19.597	 33.089817	 -97.050513                                                                   
TX	4812193035	01939088	Pilot Point-Aubrey CCD	S	77826	26865	496206548	64660084	     191.586	      24.965	 33.293290	 -96.947337                                                                         
TX	4812193425	01939167	Sanger CCD	S	19726	7691	525595438	31604266	     202.934	      12.202	 33.344054	 -97.250163                                                                                      
TX	4812193892	01938636	The Colony CCD	S	70088	25099	93505619	25422763	      36.103	       9.816	 33.112127	 -96.905718                                                                                  
TX	4812390925	01938663	Cuero CCD	S	9846	3830	408495741	1148143	     157.721	       0.443	 29.093306	 -97.191170                                                                                         
TX	4812394170	01939316	Westhoff-Arneckville CCD	S	2138	1228	772380684	760668	     298.218	       0.294	 29.075419	 -97.358185                                                                           
TX	4812394295	01939341	Yoakum CCD	S	4006	1846	460637514	1202944	     177.853	       0.464	 29.228611	 -97.180086                                                                                        
TX	4812394305	01939343	Yorktown CCD	S	4107	2272	712721391	808202	     275.183	       0.312	 28.989286	 -97.553284                                                                                       
TX	4812591050	01938688	Dickens CCD	S	749	509	1642857540	6343133	     634.311	       2.449	 33.674792	-100.767255                                                                                        
TX	4812593705	01939223	Spur CCD	S	1695	773	692597253	2714697	     267.413	       1.048	 33.470624	-100.823055                                                                                           
TX	4812790140	01938503	Asherton CCD	S	1405	711	1638556518	8588686	     632.650	       3.316	 28.326461	 -99.680880                                                                                      
TX	4812790310	01938537	Big Wells CCD	S	876	484	680090252	2708644	     262.584	       1.046	 28.554838	 -99.560602                                                                                       
TX	4812790635	01938602	Carrizo Springs CCD	S	7715	3155	1123147443	3279585	     433.650	       1.266	 28.483411	 -99.971444                                                                              
TX	4812990730	01938624	Clarendon CCD	S	2997	1733	1727454270	13709932	     666.974	       5.293	 34.979050	-100.871964                                                                                   
TX	4812991760	01938833	Hedley CCD	S	680	409	673169082	2244145	     259.912	       0.866	 34.857952	-100.673364                                                                                          
TX	4813190260	01938527	Benavides CCD	S	2285	1342	1403843096	549462	     542.027	       0.212	 27.611596	 -98.514426                                                                                     
TX	4813191405	01938758	Freer CCD	S	3290	1510	1085984588	1983692	     419.301	       0.766	 27.907285	 -98.637821                                                                                        
TX	4813193215	01939124	Realitos-Concepcion CCD	S	893	573	1274222407	588604	     491.980	       0.227	 27.415312	 -98.543247                                                                             
TX	4813193420	01939166	San Diego CCD	S	5314	2098	881044226	2356509	     340.173	       0.910	 27.887362	 -98.346084                                                                                     
TX	4813390725	01938623	Cisco CCD	S	5120	2707	543671035	2656186	     209.913	       1.026	 32.392338	 -99.014203                                                                                         
TX	4813391135	01938705	Eastland CCD	S	6116	3251	394610450	8312637	     152.360	       3.210	 32.417369	 -98.806155                                                                                      
TX	4813391590	01938795	Gorman CCD	S	2435	1434	545484216	1269167	     210.613	       0.490	 32.250927	 -98.712738                                                                                        
TX	4813393190	01939119	Ranger CCD	S	2980	1606	426542608	1449008	     164.689	       0.559	 32.428878	 -98.601869                                                                                        
TX	4813393250	01939131	Rising Star CCD	S	1932	1260	489291020	360791	     188.916	       0.139	 32.151572	 -98.992395                                                                                    
TX	4813592875	01939056	Odessa CCD	S	111306	44073	619398641	4224143	     239.151	       1.631	 31.927613	-102.367621                                                                                     
TX	4813594173	01938786	West Odessa-Goldsmith CCD	S	25824	8954	1705600392	6373492	     658.536	       2.461	 31.799171	-102.632933                                                                       
TX	4813793300	01939141	Rocksprings North CCD	S	1389	870	1700003138	1189620	     656.375	       0.459	 30.202128	-100.106279                                                                             
TX	4813793305	01939142	Rocksprings South CCD	S	613	736	3785222701	4010204	    1461.483	       1.548	 29.904456	-100.353121                                                                              
TX	4813991250	01938728	Ennis CCD	S	26030	9536	534681135	17932836	     206.442	       6.924	 32.345183	 -96.570685                                                                                       
TX	4813991310	01938739	Ferris CCD	S	14701	5053	288387503	2454771	     111.347	       0.948	 32.490271	 -96.637303                                                                                       
TX	4813991895	01938860	Italy CCD	S	4185	1734	379697592	3970334	     146.602	       1.533	 32.175479	 -96.927206                                                                                         
TX	4813992490	01938979	Maypearl CCD	S	6086	2133	231850498	2511929	      89.518	       0.970	 32.330466	 -96.982991                                                                                      
TX	4813992570	01938995	Midlothian CCD	S	21246	7575	217808069	3232818	      84.096	       1.248	 32.477704	 -97.015316                                                                                   
TX	4813994090	01939300	Waxahachie CCD	S	77362	28334	770475419	12012206	     297.482	       4.638	 32.360770	 -96.825652                                                                                 
TX	4814191215	01938721	El Paso CCD	S	550597	197117	371544414	1515556	     143.454	       0.585	 31.789923	-106.409030                                                                                   
TX	4814191220	01938722	El Paso East CCD	S	160404	46015	1437397135	1854475	     554.982	       0.716	 31.674054	-106.115001                                                                              
TX	4814191225	01938723	El Paso North Central CCD	S	11022	1752	469078685	1013194	     181.112	       0.391	 31.923482	-106.234897                                                                        
TX	4814191230	01938724	El Paso Northwest CCD	S	78624	25423	344842671	1487984	     133.145	       0.575	 31.948886	-106.528069                                                                           
TX	4814391085	01938695	Dublin CCD	S	6193	2697	456957814	2890549	     176.432	       1.116	 32.108092	 -98.364293                                                                                        
TX	4814391087	01939230	Duffau-Clairette CCD	S	2152	1057	609994020	4675933	     235.520	       1.805	 32.079159	 -98.069793                                                                              
TX	4814392645	01939010	Morgan Mill-Bluff Dale CCD	S	3054	1524	815611253	3739790	     314.909	       1.444	 32.419516	 -98.228199                                                                        
TX	4814393735	01939229	Stephenville CCD	S	26491	11709	922578423	6138769	     356.210	       2.370	 32.244723	 -98.238122                                                                                
TX	4814590710	01938620	Chilton CCD	S	2937	1229	348453853	4255792	     134.539	       1.643	 31.300549	 -97.120525                                                                                       
TX	4814592300	01938941	Lott CCD	S	2244	1015	298488427	2874252	     115.247	       1.110	 31.194515	 -97.077682                                                                                          
TX	4814592425	01938966	Marlin CCD	S	8477	3249	281972089	5183752	     108.870	       2.001	 31.340971	 -96.874038                                                                                        
TX	4814593000	01939081	Perry CCD	S	755	402	230482716	2150652	      88.990	       0.830	 31.434271	 -96.873793                                                                                           
TX	4814593210	01939123	Reagan CCD	S	688	465	453506765	4183287	     175.100	       1.615	 31.243653	 -96.751464                                                                                          
TX	4814593330	01939147	Rosebud CCD	S	2765	1364	369686931	3000351	     142.737	       1.158	 31.091800	 -96.978738                                                                                       
TX	4814790375	01938550	Bonham CCD	S	13338	4897	267390542	2077683	     103.240	       0.802	 33.554346	 -96.196764                                                                                       
TX	4814791070	01938692	Dodd City CCD	S	1732	840	298654210	762735	     115.311	       0.294	 33.548467	 -96.025467                                                                                       
TX	4814791150	01938708	Ector CCD	S	3095	1338	232110982	4346911	      89.619	       1.678	 33.604307	 -96.329613                                                                                         
TX	4814791825	01938846	Honey Grove CCD	S	2850	1383	373101598	2075240	     144.055	       0.801	 33.618954	 -95.915612                                                                                   
TX	4814792075	01938896	Ladonia CCD	S	929	494	121767770	380616	      47.015	       0.147	 33.427489	 -95.969759                                                                                          
TX	4814792175	01938916	Leonard CCD	S	7557	3154	404577897	1161712	     156.208	       0.449	 33.425995	 -96.227796                                                                                       
TX	4814793200	01939121	Ravenna-Telephone CCD	S	4414	2085	609653397	10036705	     235.389	       3.875	 33.745645	 -96.079040                                                                            
TX	4814991305	01938738	Fayetteville CCD	S	1995	1349	278290248	9190740	     107.448	       3.549	 29.930104	 -96.691726                                                                                  
TX	4814991320	01938741	Flatonia CCD	S	3847	2409	684138200	984416	     264.147	       0.380	 29.763411	 -97.115021                                                                                       
TX	4814992080	01938897	La Grange CCD	S	7414	3773	353051312	5965091	     136.314	       2.303	 29.979984	 -96.890050                                                                                     
TX	4814992085	01938898	La Grange West CCD	S	4228	2182	426862610	4474868	     164.813	       1.728	 29.894031	 -96.974002                                                                                
TX	4814993345	01939151	Round Top CCD	S	1964	1528	364949261	3852718	     140.908	       1.488	 30.069870	 -96.756974                                                                                     
TX	4814993475	01939177	Schulenburg CCD	S	5106	2627	353218039	914019	     136.378	       0.353	 29.733484	 -96.859675                                                                                    
TX	4815192350	01938951	McCaulley CCD	S	221	155	380440934	2098433	     146.889	       0.810	 32.857750	-100.239284                                                                                       
TX	4815193275	01939136	Roby CCD	S	1785	980	1308922526	4090720	     505.378	       1.579	 32.642006	-100.398203                                                                                          
TX	4815193340	01939150	Rotan CCD	S	1968	1077	638882256	1094980	     246.674	       0.423	 32.863373	-100.501122                                                                                         
TX	4815391335	01938744	Floydada CCD	S	3824	1806	1168442315	320386	     451.138	       0.124	 33.941758	-101.298592                                                                                      
TX	4815392250	01938931	Lockney CCD	S	2622	1198	1401195006	663354	     541.004	       0.256	 34.179050	-101.301159                                                                                       
TX	4815590915	01938661	Crowell CCD	S	1164	684	1443767585	5959333	     557.442	       2.301	 33.984936	 -99.854624                                                                                       
TX	4815593890	01939260	Thalia CCD	S	172	105	380610943	2555478	     146.955	       0.987	 33.921183	 -99.536317                                                                                          
TX	4815791415	01938760	Fulshear-Simonton CCD	S	102849	34289	416600038	13200540	     160.850	       5.097	 29.677122	 -95.856584                                                                         
TX	4815792715	01939024	Needville CCD	S	12616	4740	500120815	7804796	     193.098	       3.013	 29.372161	 -95.779065                                                                                    
TX	4815792915	01939064	Orchard-Kendleton CCD	S	3392	1433	321631629	4619713	     124.183	       1.784	 29.529177	 -95.973788                                                                             
TX	4815793337	01939149	Rosenberg-Richmond CCD	S	86436	29774	530032126	19707269	     204.647	       7.609	 29.502179	 -95.738133                                                                         
TX	4815793715	01939225	Stafford-Missouri City CCD	S	131732	43952	216338153	6555546	      83.529	       2.531	 29.539538	 -95.504099                                                                     
TX	4815793780	01939238	Sugar Land CCD	S	248350	82842	246502368	9908872	      95.175	       3.826	 29.618848	 -95.654361                                                                                 
TX	4815992675	01939016	Mount Vernon CCD	S	8148	4326	609321588	18118543	     235.260	       6.996	 33.213814	 -95.219725                                                                                 
TX	4815994250	01939332	Winnsboro CCD	S	2457	1444	127247387	8757545	      49.130	       3.381	 33.007278	 -95.220463                                                                                     
TX	4816190555	01938586	Butler CCD	S	1596	1081	512461953	4551997	     197.863	       1.758	 31.643732	 -95.955680                                                                                        
TX	4816191275	01938732	Fairfield CCD	S	7800	3829	716120313	29690624	     276.496	      11.464	 31.818496	 -96.122717                                                                                    
TX	4816193850	01939252	Teague CCD	S	8077	3183	771252874	1952233	     297.782	       0.754	 31.597703	 -96.246601                                                                                        
TX	4816194290	01939340	Wortham CCD	S	2343	1172	273497949	720967	     105.598	       0.278	 31.811018	 -96.339672                                                                                        
TX	4816391055	01938689	Dilley CCD	S	4674	1479	542645988	135744	     209.517	       0.052	 28.724458	 -99.268598                                                                                         
TX	4816392635	01939008	Moore CCD	S	1372	729	470740134	354724	     181.754	       0.137	 29.019178	 -98.929193                                                                                           
TX	4816392980	01939077	Pearsall CCD	S	11171	3638	1922364435	1703330	     742.229	       0.658	 28.874871	 -99.109016                                                                                    
TX	4816593485	01939179	Seagraves CCD	S	3511	1403	1134390381	1198498	     437.991	       0.463	 32.860642	-102.456200                                                                                    
TX	4816593520	01939186	Seminole CCD	S	14015	4898	2756742858	64447	    1064.384	       0.025	 32.689820	-102.724661                                                                                      
TX	4816790370	01938549	Bolivar Peninsula CCD	S	2417	2707	137917705	732893001	      53.250	     282.972	 29.464486	 -94.670982                                                                           
TX	4816791445	01938766	Galveston CCD	S	48726	33542	108730569	505876518	      41.981	     195.320	 29.228706	 -94.894865                                                                                 
TX	4816792100	01938901	La Marque-Hitchcock CCD	S	22401	10710	193699823	22772943	      74.788	       8.793	 29.303555	 -95.032327                                                                        
TX	4816793880	01939258	Texas City-League City CCD	S	217765	85533	539595178	21668291	     208.339	       8.366	 29.438943	 -95.064906                                                                    
TX	4816993108	01939104	Post East CCD	S	3902	1039	1394441482	5716285	     538.397	       2.207	 33.151498	-101.198503                                                                                    
TX	4816993118	01939103	Post West CCD	S	2559	1198	919485380	1502796	     355.015	       0.580	 33.217691	-101.444162                                                                                     
TX	4817191395	01938756	Fredericksburg CCD	S	16947	8384	742150225	2428423	     286.546	       0.938	 30.326390	 -98.942106                                                                               
TX	4817191725	01938826	Harper CCD	S	3991	2302	1033201881	1516733	     398.921	       0.586	 30.323222	 -99.164241                                                                                       
TX	4817193757	01938757	Stonewall CCD	S	3899	2092	965408595	5033469	     372.746	       1.943	 30.316895	 -98.694009                                                                                     
TX	4817391455	01938768	Garden City North CCD	S	583	280	1219156945	1191116	     470.719	       0.460	 31.971364	-101.504010                                                                              
TX	4817391460	01938769	Garden City South CCD	S	643	300	1112396083	1054303	     429.499	       0.407	 31.763746	-101.550486                                                                              
TX	4817591555	01938788	Goliad North CCD	S	4454	2118	646807132	5125070	     249.734	       1.979	 28.747099	 -97.425128                                                                                  
TX	4817591560	01938789	Goliad South CCD	S	1018	639	1163953166	6065225	     449.405	       2.342	 28.509568	 -97.480402                                                                                  
TX	4817594115	01939305	Weesatche-Ander CCD	S	1738	953	395946333	7859283	     152.876	       3.034	 28.828176	 -97.324409                                                                                
TX	4817790868	01938792	Cost-Wrightsboro CCD	S	1446	693	503045508	852676	     194.227	       0.329	 29.381428	 -97.451851                                                                                
TX	4817791565	01938790	Gonzales CCD	S	9522	3876	530954122	1551570	     205.003	       0.599	 29.514415	 -97.331392                                                                                      
TX	4817791733	01938791	Harwood-Ottine CCD	S	2359	1169	475749205	3765293	     183.688	       1.454	 29.581356	 -97.544193                                                                                
TX	4817792760	01939033	Nixon CCD	S	3681	1665	473557727	1215251	     182.842	       0.469	 29.401561	 -97.709982                                                                                         
TX	4817793595	01939201	Smiley CCD	S	1069	524	439825294	472760	     169.818	       0.183	 29.230757	 -97.604285                                                                                          
TX	4817794060	01939294	Waelder CCD	S	1730	867	339576460	343402	     131.111	       0.133	 29.675649	 -97.291491                                                                                         
TX	4817992172	01939073	Lefors CCD	S	2618	668	1525623822	6741811	     589.047	       2.603	 35.429863	-100.770839                                                                                        
TX	4817992365	01938954	McLean CCD	S	1061	556	336335323	718127	     129.860	       0.277	 35.251880	-100.649453                                                                                          
TX	4817992955	01939072	Pampa CCD	S	18856	8934	536302379	1240933	     207.068	       0.479	 35.417803	-101.015302                                                                                        
TX	4818191125	01938703	East Grayson CCD	S	86922	37211	1008183516	3334924	     389.262	       1.288	 33.586236	 -96.518503                                                                               
TX	4818192840	01939049	Northwest Grayson CCD	S	23440	12410	799200726	102705364	     308.573	      39.655	 33.748127	 -96.788664                                                                         
TX	4818193685	01939219	Southwest Grayson CCD	S	10515	4106	608566265	14065402	     234.969	       5.431	 33.505964	 -96.783439                                                                           
TX	4818391520	01938781	Gladewater CCD	S	7841	3307	111337600	727977	      42.988	       0.281	 32.511962	 -94.915316                                                                                     
TX	4818392020	01938885	Kilgore CCD	S	10603	4258	46454398	84196	      17.936	       0.033	 32.393619	 -94.852409                                                                                         
TX	4818392093	01938937	Lakeport CCD	S	4879	2276	104943460	4121022	      40.519	       1.591	 32.385681	 -94.714261                                                                                      
TX	4818392193	01939158	Liberty City CCD	S	8417	3291	151107726	226743	      58.343	       0.088	 32.430681	 -94.904221                                                                                   
TX	4818392270	01938935	Longview CCD	S	83993	34030	192599833	1035335	      74.363	       0.400	 32.506234	 -94.771633                                                                                    
TX	4818392275	01938936	Longview Northwest CCD	S	5997	2352	101407607	177662	      39.154	       0.069	 32.600642	 -94.758219                                                                             
TX	4818590080	01938491	Anderson-Bedias CCD	S	8609	4292	1316467320	27589911	     508.291	      10.653	 30.652746	 -95.998852                                                                             
TX	4818592710	01939023	Navasota CCD	S	17995	6625	723042726	9043232	     279.168	       3.492	 30.348213	 -95.965815                                                                                     
TX	4818792723	01938812	Southwest Guadalupe CCD	S	7859	3215	372408444	202947	     143.788	       0.078	 29.474558	 -98.068929                                                                            
TX	4818792793	01938811	Northeast Guadalupe CCD	S	9186	3254	550458498	2737829	     212.533	       1.057	 29.687458	 -97.818610                                                                           
TX	4818793470	01939176	Schertz-Cibolo CCD	S	69576	25834	218547164	1620733	      84.382	       0.626	 29.607543	 -98.163174                                                                              
TX	4818793500	01939182	Seguin CCD	S	40992	16065	419264043	3762104	     161.879	       1.453	 29.614243	 -97.961362                                                                                      
TX	4818796343	01938810	Southeast Guadalupe CCD	S	3920	1647	281579406	780826	     108.718	       0.301	 29.464940	 -97.861927                                                                            
TX	4818990005	01938476	Abernathy CCD	S	2682	1128	607833086	132507	     234.686	       0.051	 33.909790	-101.910034                                                                                      
TX	4818991675	01938816	Hale Center CCD	S	3063	1265	511376531	37180	     197.444	       0.014	 34.072160	-101.931773                                                                                     
TX	4818993020	01939085	Petersburg CCD	S	1430	641	352307235	0	     136.027	       0.000	 33.930287	-101.653851                                                                                           
TX	4818993060	01939093	Plainview CCD	S	29098	10507	1130598867	76997	     436.527	       0.030	 34.195534	-101.785644                                                                                    
TX	4819191260	01938730	Estelline CCD	S	211	158	854998827	18135294	     330.117	       7.002	 34.453189	-100.576343                                                                                      
TX	4819192095	01938900	Lakeview CCD	S	223	191	542019228	16094767	     209.275	       6.214	 34.655623	-100.763893                                                                                       
TX	4819192510	01938983	Memphis CCD	S	2407	1246	315024381	7732237	     121.632	       2.985	 34.691274	-100.515456                                                                                       
TX	4819193960	01939274	Turkey CCD	S	512	348	576191116	11404108	     222.469	       4.403	 34.439822	-100.844055                                                                                         
TX	4819391690	01938819	Hamilton CCD	S	5871	3207	1580672683	884604	     610.301	       0.342	 31.647129	 -98.131924                                                                                      
TX	4819391800	01938841	Hico CCD	S	2646	1359	584335166	354027	     225.613	       0.137	 31.878914	 -98.043505                                                                                           
TX	4819591660	01938809	Gruver CCD	S	1774	770	1547584134	852095	     597.526	       0.329	 36.328131	-101.433735                                                                                         
TX	4819593695	01939221	Spearman CCD	S	3839	1568	834712576	696246	     322.284	       0.269	 36.174855	-101.245995                                                                                       
TX	4819790705	01938619	Chillicothe CCD	S	1002	545	469121660	659578	     181.129	       0.255	 34.239264	 -99.544580                                                                                     
TX	4819791580	01938793	Goodlett CCD	S	158	131	626329373	487608	     241.827	       0.188	 34.358970	 -99.906415                                                                                         
TX	4819793160	01939113	Quanah CCD	S	2979	1741	704886004	3402076	     272.158	       1.314	 34.263366	 -99.734633                                                                                        
TX	4819992055	01938892	Kountze CCD	S	12508	5167	704304000	3551745	     271.933	       1.371	 30.371619	 -94.355994                                                                                      
TX	4819992332	01938615	Lumberton CCD	S	15950	6374	129509174	3613493	      50.004	       1.395	 30.229599	 -94.176266                                                                                    
TX	4819993460	01939174	Saratoga-Batson CCD	S	3682	1602	776264429	2578753	     299.717	       0.996	 30.344210	 -94.562714                                                                               
TX	4819993570	01939196	Silsbee CCD	S	16886	7168	392179012	6084190	     151.421	       2.349	 30.414774	 -94.173656                                                                                      
TX	4819993625	01939207	Sour Lake CCD	S	5609	2286	304302269	2263318	     117.492	       0.874	 30.156954	 -94.407049                                                                                     
TX	4820190225	01938520	Baytown CCD	S	72734	29489	121186165	36070882	      46.790	      13.927	 29.752097	 -94.985573                                                                                    
TX	4820191835	01938848	Houston CCD	S	3075388	1218922	2490999573	76360796	     961.780	      29.483	 29.801413	 -95.388741                                                                               
TX	4820192795	01939040	Northeast Harris CCD	S	59937	22175	390334405	31690079	     150.709	      12.236	 29.955047	 -95.055843                                                                           
TX	4820192845	01939050	Northwest Harris CCD	S	651299	241949	1120342578	17831345	     432.567	       6.885	 30.010046	 -95.660897                                                                        
TX	4820192975	01939076	Pasadena CCD	S	143313	50811	94134243	4646520	      36.345	       1.794	 29.680324	 -95.175878                                                                                    
TX	4820193645	01939211	Southeast Harris CCD	S	89788	35352	194989618	25072371	      75.286	       9.680	 29.660945	 -95.062857                                                                           
TX	4820391685	01938818	Hallsville CCD	S	19922	7935	611352867	12487761	     236.045	       4.822	 32.475877	 -94.536070                                                                                  
TX	4820391715	01938824	Harleton CCD	S	6844	2898	529800454	1080091	     204.557	       0.417	 32.659824	 -94.512793                                                                                      
TX	4820392430	01938967	Marshall CCD	S	24908	10279	188091259	922044	      72.622	       0.356	 32.539919	 -94.376590                                                                                     
TX	4820394085	01939299	Waskom CCD	S	13957	6592	1001617229	26438915	     386.727	      10.208	 32.532563	 -94.190758                                                                                     
TX	4820590690	01938616	Channing CCD	S	1013	401	1388145605	635439	     535.966	       0.245	 35.716766	-102.380586                                                                                       
TX	4820590956	01939051	Dalhart CCD	S	5049	1545	2398502329	2388706	     926.067	       0.922	 35.869621	-102.708266                                                                                      
TX	4820791735	01938828	Haskell CCD	S	3973	2207	971732216	18167522	     375.188	       7.015	 33.120371	 -99.631772                                                                                      
TX	4820793285	01939138	Rochester CCD	S	685	444	374696290	2216	     144.671	       0.001	 33.327599	 -99.834090                                                                                          
TX	4820793360	01939154	Rule CCD	S	769	497	266119308	27330	     102.749	       0.011	 33.197744	 -99.905443                                                                                              
TX	4820793390	01939160	Sagerton CCD	S	267	168	388875703	45957	     150.146	       0.018	 33.037454	 -99.868813                                                                                          
TX	4820794125	01939307	Weinert CCD	S	205	127	337675624	228261	     130.377	       0.088	 33.333763	 -99.612344                                                                                          
TX	4820991075	01938693	Dripping Springs-Wimberley CCD	S	35612	15104	932493829	720041	     360.038	       0.278	 30.121102	 -98.125951                                                                   
TX	4820992065	01938894	Kyle-Buda CCD	S	66181	21969	478984627	2573667	     184.937	       0.994	 30.049667	 -97.893175                                                                                   
TX	4820993430	01939168	San Marcos CCD	S	55314	22344	344476487	1744082	     133.003	       0.673	 29.894863	 -98.024988                                                                                  
TX	4821190605	01938596	Canadian North CCD	S	3134	1301	543451697	139728	     209.828	       0.054	 35.943670	-100.463731                                                                                 
TX	4821190615	01938598	Canadian South CCD	S	673	328	1803818579	15065886	     696.458	       5.817	 35.804184	-100.219648                                                                                
TX	4821390155	01938506	Athens CCD	S	24249	10505	695590776	16968359	     268.569	       6.552	 32.206562	 -95.824974                                                                                     
TX	4821390652	02378355	Cedar Creek Lake CCD	S	35484	20262	847811064	106202346	     327.342	      41.005	 32.226206	 -96.076122                                                                          
TX	4821390687	01938570	Chandler-Brownsboro CCD	S	11893	5406	334765415	41789815	     129.254	      16.135	 32.293487	 -95.578642                                                                         
TX	4821392150	01938911	LaRue-Poynor CCD	S	6906	3422	384829933	28209520	     148.584	      10.892	 32.142640	 -95.591608                                                                                 
TX	4821591155	01938709	Edcouch-Elsa CCD	S	33028	9076	287096660	2941907	     110.849	       1.136	 26.304609	 -97.952325                                                                                 
TX	4821591170	01938712	Edinburg CCD	S	153171	45940	469385090	1568292	     181.231	       0.606	 26.346045	 -98.137894                                                                                   
TX	4821591710	01938823	Hargill CCD	S	1641	586	152233383	10002679	      58.778	       3.862	 26.422864	 -97.971099                                                                                       
TX	4821592340	01938949	McAllen-Pharr CCD	S	267929	89446	352966339	2231295	     136.281	       0.862	 26.171134	 -98.199913                                                                              
TX	4821592600	01939001	Mission CCD	S	158485	49192	473753671	1295112	     182.917	       0.500	 26.324826	 -98.327326                                                                                    
TX	4821593155	01939112	Puerto Rico-San Manuel CCD	S	1595	605	1426811393	527958	     550.895	       0.204	 26.617562	 -98.194874                                                                         
TX	4821593650	01939212	Southeast Hidalgo CCD	S	125614	42448	473097940	7414007	     182.664	       2.863	 26.138855	 -97.991560                                                                          
TX	4821593785	01939239	Sullivan City CCD	S	33306	10994	433177292	5209837	     167.251	       2.012	 26.328766	 -98.465693                                                                               
TX	4821790355	01938546	Blum CCD	S	4452	2365	388319395	15232427	     149.931	       5.881	 32.110067	 -97.373788                                                                                         
TX	4821791810	01938843	Hillsboro CCD	S	13425	5611	848255019	13213438	     327.513	       5.102	 31.985516	 -97.080020                                                                                   
TX	4821791845	01938850	Hubbard-Mount Calm CCD	S	2579	1275	247958707	3407258	      95.737	       1.316	 31.820381	 -96.842693                                                                            
TX	4821791900	01938861	Itasca CCD	S	4080	1614	354524728	2616055	     136.883	       1.010	 32.172253	 -97.164875                                                                                        
TX	4821792380	01938957	Malone-Penelope CCD	S	1336	600	264454231	2560061	     102.106	       0.988	 31.877946	 -96.922951                                                                                
TX	4821794210	01939324	Whitney CCD	S	9217	4653	379933199	32528009	     146.693	      12.559	 31.898629	 -97.287045                                                                                      
TX	4821990115	01938498	Anton CCD	S	1504	641	214157578	0	      82.687	       0.000	 33.771555	-102.182265                                                                                                
TX	4821992180	01938917	Levelland CCD	S	18238	7347	1443734161	427298	     557.429	       0.165	 33.658666	-102.379646                                                                                    
TX	4821993320	01939145	Ropesville CCD	S	1476	619	358643483	0	     138.473	       0.000	 33.465992	-102.186140                                                                                           
TX	4821993800	01939242	Sundown CCD	S	1717	686	336188653	18823	     129.803	       0.007	 33.444561	-102.453098                                                                                          
TX	4822191605	01938798	Granbury East CCD	S	41920	20591	443323109	35036327	     171.168	      13.528	 32.448642	 -97.718657                                                                              
TX	4822191610	01938799	Granbury West CCD	S	9262	4360	646132972	6888245	     249.473	       2.660	 32.420186	 -97.923532                                                                                 
TX	4822390930	01938664	Cumby CCD	S	4263	1907	419942882	15274014	     162.141	       5.897	 33.108343	 -95.784906                                                                                        
TX	4822392815	01939044	North Hopkins-Sulphur Bluff CCD	S	2825	1261	484010041	27565034	     186.877	      10.643	 33.276754	 -95.482558                                                                  
TX	4822393030	01939087	Pickton-Pine Forest CCD	S	4915	2027	444867901	4702554	     171.764	       1.816	 33.080772	 -95.390489                                                                           
TX	4822393522	01939187	Seymore CCD	S	2858	1232	204596951	2067914	      78.995	       0.798	 33.015742	 -95.591240                                                                                       
TX	4822393790	01939240	Sulphur Springs CCD	S	20300	8602	433554213	16687912	     167.396	       6.443	 33.153754	 -95.588560                                                                             
TX	4822590900	01938658	Crockett CCD	S	10831	5413	719172657	4626372	     277.674	       1.786	 31.308551	 -95.371263                                                                                     
TX	4822591635	01938804	Grapeland CCD	S	4872	2940	897542155	3712146	     346.543	       1.433	 31.495567	 -95.431467                                                                                     
TX	4822592000	01938881	Kennard-Ratcliff CCD	S	1531	876	462169264	542890	     178.445	       0.210	 31.367554	 -95.125278                                                                                
TX	4822592310	01938943	Lovelady CCD	S	5076	1464	645110612	2758355	     249.079	       1.065	 31.103309	 -95.519364                                                                                      
TX	4822593100	01939101	Porter Springs CCD	S	1422	839	464045467	3034164	     179.169	       1.171	 31.242869	 -95.641627                                                                                 
TX	4822790300	01938535	Big Spring CCD	S	30743	11155	894947764	6016522	     345.541	       2.323	 32.173412	-101.454494                                                                                  
TX	4822790305	01938536	Big Spring North CCD	S	2247	1048	1030095509	1790764	     397.722	       0.691	 32.406392	-101.490536                                                                             
TX	4822790770	01938632	Coahoma CCD	S	2022	921	407995068	1034665	     157.528	       0.399	 32.350009	-101.246909                                                                                        
TX	4822990990	01938676	Dell City CCD	S	761	452	2438820751	65012	     941.634	       0.025	 31.915355	-105.397525                                                                                        
TX	4822991360	01938749	Fort Hancock CCD	S	2057	790	3561957915	1565265	    1375.280	       0.604	 31.531936	-105.709730                                                                                  
TX	4822993565	01939195	Sierra Blanca CCD	S	658	285	5838013295	560769	    2254.070	       0.217	 31.261199	-105.195756                                                                                   
TX	4823190565	01938588	Caddo Mills CCD	S	7388	2734	206000009	409242	      79.537	       0.158	 33.078755	 -96.246809                                                                                    
TX	4823190660	01938610	Celeste CCD	S	4053	1625	270307027	1669780	     104.366	       0.645	 33.285906	 -96.208732                                                                                       
TX	4823190820	01938642	Commerce CCD	S	10203	4573	289433151	980623	     111.751	       0.379	 33.300810	 -95.942683                                                                                      
TX	4823191640	01938805	Greenville CCD	S	35498	15049	563721346	5815759	     217.654	       2.245	 33.125475	 -96.096901                                                                                  
TX	4823192260	01938933	Lone Oak CCD	S	5666	2439	339815155	17934196	     131.203	       6.924	 33.082502	 -95.934607                                                                                     
